1.0,1.7343787,3.3271503,-2.4767349,1.3151512,-5.349424,-1.6422855,0.26906547
0.0,1.7343787,3.3271503,-2.4767349,1.3151512,-5.349424,-1.6422855,0.26906547
1.0,1.7602669,3.3150885,-2.4486954,1.3207039,-5.2780433,-1.7098784,0.15880674
1.0,1.8853402,3.327613,-2.4797375,1.3421234,-5.2704926,-1.6926357,0.18872169
0.0,1.8853402,3.327613,-2.4797375,1.3421234,-5.2704926,-1.6926357,0.18872169
0.0,1.8853402,3.327613,-2.4797375,1.3421234,-5.2704926,-1.6926357,0.18872169
0.0,1.8853402,3.327613,-2.4797375,1.3421234,-5.2704926,-1.6926357,0.18872169
0.0,1.8853402,3.327613,-2.4797375,1.3421234,-5.2704926,-1.6926357,0.18872169
0.0,1.8853402,3.327613,-2.4797375,1.3421234,-5.2704926,-1.6926357,0.18872169
0.0,1.8853402,3.327613,-2.4797375,1.3421234,-5.2704926,-1.6926357,0.18872169
0.0,1.8853402,3.327613,-2.4797375,1.3421234,-5.2704926,-1.6926357,0.18872169
0.0,1.8853402,3.327613,-2.4797375,1.3421234,-5.2704926,-1.6926357,0.18872169
0.0,1.8853402,3.327613,-2.4797375,1.3421234,-5.2704926,-1.6926357,0.18872169
0.0,1.8853402,3.327613,-2.4797375,1.3421234,-5.2704926,-1.6926357,0.18872169
0.0,1.8853402,3.327613,-2.4797375,1.3421234,-5.2704926,-1.6926357,0.18872169
0.0,1.8853402,3.327613,-2.4797375,1.3421234,-5.2704926,-1.6926357,0.18872169
0.0,1.8853402,3.327613,-2.4797375,1.3421234,-5.2704926,-1.6926357,0.18872169
0.0,1.8853402,3.327613,-2.4797375,1.3421234,-5.2704926,-1.6926357,0.18872169
0.0,1.8853402,3.327613,-2.4797375,1.3421234,-5.2704926,-1.6926357,0.18872169
0.0,1.8853402,3.327613,-2.4797375,1.3421234,-5.2704926,-1.6926357,0.18872169
0.0,1.8853402,3.327613,-2.4797375,1.3421234,-5.2704926,-1.6926357,0.18872169
0.0,1.8853402,3.327613,-2.4797375,1.3421234,-5.2704926,-1.6926357,0.18872169
1.0,1.8660492,3.3233912,-2.0171144,1.3057562,-5.2353024,-1.7384856,0.1132982
1.0,1.8839836,3.3217084,-1.8435502,1.2698605,-5.348434,-1.7791946,-0.0703283
1.0,1.9627498,3.320053,-1.9188907,1.2919755,-5.249501,-1.7084304,-0.052457392
1.0,1.9016792,3.3085432,-1.8716389,1.2700838,-5.0869465,-1.718484,-0.1943511
1.0,1.8844805,3.331393,-1.7899302,1.2721518,-5.063576,-1.7394252,0.039010078
1.0,2.012932,3.3330536,-1.8770844,1.2755111,-5.2648835,-1.8374485,-0.09035592
1.0,2.0578494,3.3271925,-1.8965452,1.2635682,-5.207811,-1.8464909,-0.10919177
1.0,2.0296001,3.304218,-1.9477577,1.2495769,-5.160576,-1.887106,-0.24830392
1.0,2.0312777,3.2715788,-1.7527256,1.218483,-5.158796,-1.989054,-0.5667391
1.0,2.1026073,3.2711046,-1.8364604,1.205931,-5.083583,-1.94792,-0.4199646
1.0,2.1931014,3.2675843,-1.9621239,1.2307962,-5.020013,-2.020247,-0.48573226
1.0,2.231231,3.2693653,-1.9654617,1.2525845,-4.8545384,-1.9858166,-0.23314816
1.0,2.208404,3.2731376,-2.2093198,1.2710894,-4.7430344,-1.9310974,-0.3032704
1.0,2.2029297,3.3115382,-2.2228699,1.27295,-4.7019644,-1.930332,-0.17752296
1.0,2.3071425,3.31001,-2.0738783,1.2697704,-4.739579,-1.9590021,-0.034676075
1.0,2.3758402,3.3175359,-2.021592,1.2706248,-4.807605,-1.9467679,-0.068882175
1.0,2.4975955,3.3298304,-1.9504483,1.2717551,-4.8783827,-1.8716226,0.13634431
1.0,2.4786756,3.329899,-2.131989,1.2987304,-4.915022,-1.7242974,0.1479288
1.0,2.3687627,3.3082774,-2.0165105,1.2739744,-4.7796564,-1.7278616,0.031086273
1.0,2.3483474,3.3211734,-1.9120991,1.2846639,-4.7946644,-1.7099551,0.22451562
1.0,2.3268156,3.3290546,-1.8816049,1.2870604,-4.7819295,-1.7003417,0.3811525
1.0,2.4306788,3.3153234,-1.8339143,1.2865638,-4.7875953,-1.6093316,0.41476992
1.0,2.4142816,3.2961907,-1.8342032,1.2833383,-4.7154436,-1.6082773,0.43064424
1.0,2.5183604,3.3129516,-1.884121,1.3007091,-4.7387953,-1.4561431,0.58024365
1.0,2.5641408,3.3080626,-1.9118493,1.3060315,-4.6163907,-1.4668442,0.6210201
1.0,2.436254,3.3143249,-1.8203413,1.3056965,-4.6595592,-1.4706604,0.5967746
1.0,2.429877,3.3180745,-1.8074062,1.3051157,-4.638793,-1.5352776,0.5116334
1.0,2.4802802,3.316468,-1.7701337,1.2924649,-4.678042,-1.4552765,0.46937257
1.0,2.4548724,3.282601,-1.7165452,1.2945267,-4.5222077,-1.5488157,0.3884428
1.0,2.3330848,3.2989311,-1.6592562,1.3019494,-4.6841836,-1.4275755,0.5973793
1.0,2.2081869,3.2790935,-1.5815134,1.2877415,-4.68875,-1.4404156,0.5462973
1.0,2.2134573,3.28931,-1.6214525,1.2933127,-4.6665583,-1.4118611,0.3890091
1.0,2.2887518,3.2987602,-1.5881199,1.3054461,-4.7829566,-1.3892033,0.59751
1.0,2.385838,3.3041081,-1.5219826,1.3064836,-4.881092,-1.4567171,0.7998955
1.0,2.408906,3.3113282,-1.4938127,1.3098613,-4.9090266,-1.424902,0.7577673
1.0,2.377164,3.3184814,-1.374147,1.3073776,-5.00354,-1.4849006,0.65729576
1.0,2.3809128,3.3062105,-1.5553728,1.3086472,-4.881866,-1.4101306,0.4346526
1.0,2.2956371,3.3005993,-1.6009327,1.3076489,-5.009017,-1.4399385,0.44532683
